"0xeb9d1edfd790a73d608d9ec8d649b7be9fb201ab1164df66c0079cd61f3e1c90","8210976","1563938818","7/24/2019 3:26:58 AM","0xab5c66752a9e8167967685f1450532fb96d5d24f","0x86e793e413f519b450315fcc4b618eb25a3a54a4","19997"
"0xcafb7a8fb78f165e0144aa318a0f9c73043fe57029ec51f948f43bd745c51945","8211205","1563941761","7/24/2019 4:16:01 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0xad80cb88583dc4ee98e5506f95645fc07eec66db","1016.43"
"0xe851f5afde960eb15cb3b25021b11278404c09c4761568b5b8e12918cb24f99c","8211211","1563941813","7/24/2019 4:16:53 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x65177d685f3dbd6711c0415434d3b93816a70ac7","535.79"
"0x8320780706677bba3bc4edf9d244a78083323b33a3f3d7af1527205fa65eba05","8211988","1563952555","7/24/2019 7:15:55 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x1841de6953c77616abbc1f66e29e4b91687b96f8","498.71"
"0x282c99f42fdc3e197fbab8646695f4fa212a4e42c37c653567eb24b17b11f791","8212399","1563958128","7/24/2019 8:48:48 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x4d2b5d1035ab56a45dc2854c1bc8e21612a943fe","512.4"
"0x1cd3cbceabbd267d7cbc0b7b967b57b47731d14229782f0fed48b6e4424c98f8","8212404","1563958270","7/24/2019 8:51:10 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x15b479ba2e5cd0ffa7dd634cf5a6d84276a29b5a","6152.66"
"0x5a89aa7f1cb0950f963334fb09422839f706ed28a50e6b0601f4c442df4542d6","8212837","1563964171","7/24/2019 10:29:31 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x9292ee61db5b80b4a6b4d7e1503ab75d20c91390","498.6506"
"0x1c432abef784ed492a63c998b7cfb269a1c0819696f7630dac544576d3d269b5","8213579","1563974179","7/24/2019 1:16:19 PM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0xb54d645e52bb0abb66ca48c0a6aabd0ca8710970","498.8503"
"0xbbe1ee174158fc45debe828bda7d334781609c41a9e05522e716e80eecf7d903","8218433","1564039061","7/25/2019 7:17:41 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x0163096b782e952ef7b1202c17996e7f0972c4f2","5050.88"
"0xe15b8d88ae164853d9a377494f3881e0a76efef692345ef6d4aaa0ebe56e814f","8218436","1564039094","7/25/2019 7:18:14 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x2b6ff52a0f9511a53c9b54c6ca02a3cf8c03dafb","501.14"
"0xd7308e50b79343a912fef45a6579aa3864e25bb5988af5a13ed6c3771cfba800","8218464","1564039390","7/25/2019 7:23:10 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x7a94b82182c25ffb3605e3a7398a69fa9f943655","503.98"
"0x93a35b2404221a5c64ef6116577347c93d0f9d1e59035b88d1ea2c0b2183e1aa","8218733","1564043037","7/25/2019 8:23:57 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x737d54578b376109c12ac4ff58c119a3731ebc28","501.12"
"0xab3104db5d00bc9aaa6675a180f7889a554bd11e27f9a9612abac9c0859f1b6b","8218897","1564045306","7/25/2019 9:01:46 AM","0x86e793e413f519b450315fcc4b618eb25a3a54a4","0x7a94b82182c25ffb3605e3a7398a69fa9f943655","501.98"
"0xdcd6b95e3d4ee089f54011be4085333e1ccec58b9164f040491553d51e0a5b23","8224133","1564116637","7/26/2019 4:50:37 AM","0xab5c66752a9e8167967685f1450532fb96d5d24f","0x86e793e413f519b450315fcc4b618eb25a3a54a4","9997"
