Txhash,Blockno,UnixTimestamp,DateTime,From,To,Quantity
0x780537eede1226fa936f6a1b750592fcbf2c84d450f0edbd41fbed74821b820b,8653524,1569892852,10/1/2019 1:20:52 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x3fbb63964623416edab4f055086bd6d707837faf,298
0xe12ed71b0d6936f868f1aa1947aafb2b7ba798ff44db497bfb8a64d18f988535,8653718,1569895681,10/1/2019 2:08:01 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x12dd13aedf9b7c63be35ba711a9eda938cc95cf3,1372
0xadde52b0827f88ef0645621c0d0e7ee56a3b85d97959f9219df2fa8565aa4d9b,8653869,1569897682,10/1/2019 2:41:22 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xea1828f206d81ed15a6b0fd2a94f27e53abd3e51,298
0x5b1fd09a6f45a7a54f3b3402e1aec49a9341b7c0c394fd1fc04991b741c9abb0,8654081,1569900284,10/1/2019 3:24:44 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x87cbb649ad56027e1e8a307481a3b8be0de7ba99,58.108704
0x79be7da8638f799266bc8d66dbebf6986df3d011c5b63519824bba67b426082e,8654218,1569902088,10/1/2019 3:54:48 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xeac7ec48c740d4db198508074660441c92af2bdf,568.373037
0xc10846dd56ccb711fdeea936e9b3f2b3338871481a831acdf63d7f5530b495a5,8654224,1569902157,10/1/2019 3:55:57 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x99bbf173bb2079ec2dd3571cd72bd02b121404f5,3039.291732
0xa9de6668a8a86b2b0aff45b7e99210ba67186a8b4a1514029edca744f2d62181,8654296,1569903271,10/1/2019 4:14:31 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xf2856c16687b6a4ffbf3cc15b3efb5bc3b406981,343.530889
0x8b72467f7edb974d17d931712a1bb579cd3cd2b35af27f05a1f04e8643783b0c,8654456,1569905370,10/1/2019 4:49:30 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xd3c20ba2d892c5c0e870ce6ffefa081f2048382b,35.697125
0x0b5215c4f3cd2c47060ab9a072f5264ae16f9c1d40c3af822b806ed727c67dc2,8654460,1569905404,10/1/2019 4:50:04 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xb3f2ff8b4a6446138908e6b800f737fbabae3d72,241
0x4c58809261e0fadee594bd9d7f2dba3751363c8e065d762c6028940d08dd5dad,8654494,1569905781,10/1/2019 4:56:21 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xe5fb33d8a35ba06f592072a5beab451209e09b4c,1498
0x9252849b00ecdefde20cba3cf8dc51d4ed7f07e3418e409e554b8203bc45fe70,8654578,1569906944,10/1/2019 5:15:44 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xe259c2ee1a35d9417d049d5fd5d6f49cb5c3782d,288
0xa0cd11cd5867df4ad92dc3af267f2ebb72f330d47043590b73c66a3ab4c094a7,8654603,1569907330,10/1/2019 5:22:10 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xf99792b9e1e9c3b249b2451dc80f35e815905c56,311
0xd3a6c3a569cdfc408afa242fd3175be7d34733ff934ee192ae2bd5c81a90ee32,8654680,1569908354,10/1/2019 5:39:14 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x50b187468d90fd1fcaec459870da007ba49584f5,326.379924
0x20412167a01ff39407b58e50a568e4f1bdda5a190a393a5e92dbe8c4ecda6ccc,8654697,1569908573,10/1/2019 5:42:53 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x6d52a6390c038bf47e5a04e25c559b8c98c238f3,450.903567
0xa6bf5a534312e78dfc7bd8c76844502972d474897c6312d76b09dd2aae965f0b,8654711,1569908699,10/1/2019 5:44:59 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x738ba8b9ba4317281f46890e281f10c1b5805495,1486.027594
0xbddd040e77d497beae027606a4e177e83085d9def625a0b58064ba94d7ddd2ec,8654713,1569908734,10/1/2019 5:45:34 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x005c6d6b6a749d4f0e7ed8febc7d9cf64a6f3488,779.259045
0x3fa7d7f13d4482922104e861bb1cc42377a39e5233bbbc9027dce9372e68c828,8654954,1569912108,10/1/2019 6:41:48 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x28b0e7c8e8d6268d1f9e9f9cb7c7e69f365d7596,252.44177
0x93c7b6945747e901b908e3e8c35874f354471beaad3abb447823a7b9acadf4dd,8655258,1569916319,10/1/2019 7:51:59 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x567d48d4341544a87c7fc7fdd30068828fb1c1b4,254.63074
0x74e8a0c12485add797e9f5ead2003ac3786455752d66fb550260f6abf2f07660,8655301,1569916933,10/1/2019 8:02:13 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x20d4b264d0f47425e8c65cf4f5a0ad492fd7c204,4430.450732
0xdaeb4ea4469f69ef5f0c05dc8cf50ddc7b0ca7096957438fde2a9d00ba7d5e54,8655401,1569918378,10/1/2019 8:26:18 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x2990acd3eb182face0e70464cd5e8090b2bc95ed,2613
0x6921dd20c7057e957ed27bb515fdc79c66e3da65b45af9889daec4197ddff740,8655421,1569918720,10/1/2019 8:32:00 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x90290936c0c33058524e1e5cce948362de5bbefc,4635
0x01f83511767f31aefca1473c5459f12d3023b83c067e53ef0ba7b3742e08991c,8655587,1569920897,10/1/2019 9:08:17 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xfcbb6e0da3f8baa91028f55769fd251513e0ff67,184.451432
0x2417b18bf520848f4ab3183c31d3b792b92e5b26591ea7610e4186b501fe5e06,8655806,1569923865,10/1/2019 9:57:45 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x1f42e7b836979e19ad22121127fb07390f4d7bb5,323.848759
0xb3ba53d48f9e709c7e8dd28b476171facf50516a9fd5a10ab6b540e4c1246465,8655815,1569923997,10/1/2019 9:59:57 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x621d974a06c8f2dfb65c827ff5b9e7bc425864e1,4288.253306
0xf7718ba8d157ed4ffff67859eae8db8ac67dd2c9fc4610ad29e7fdb3c16aedb5,8656127,1569928262,10/1/2019 11:11:02 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x3fa266bb6ce014224a3254f48c32d8cbad79ea0d,14.192428
0xb22f6d5d83ef618878788cd35cef36bf208fe0704838f04922e01f5d509d2f65,8656127,1569928262,10/1/2019 11:11:02 AM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xe4627ede373f7ac0e6c24ed3ab5de9d86fe709fa,14.964489
0x1dc597f5da3460d963e75d798e7125423de7f9c07326bbcb833422feb33fb79f,8656502,1569933059,10/1/2019 12:30:59 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xbce0a99e8bf6bf0b4a01fe67e52e213ac7deaec8,303.405824
0xd79a6ada04fa3e3639f5d981d3fddddcc7e7eafe76ee2c633dd90a2e358ddfd6,8656616,1569934386,10/1/2019 12:53:06 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xd4b45aff7fbe2aa8f5a66383e61bba2d82f05451,660.3177
0x8a7f0438084f2bc53487e72707a015e7f240be79fe860db5ff14ad5fad1ab87f,8656644,1569934803,10/1/2019 1:00:03 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xca0b18ab728d8df502f81c9b3592df1cd75f008b,71.5703
0x30e86b78ff5ff1342823d4a534904ae7f9e447821f5a02d6f8460896f4f096eb,8656686,1569935485,10/1/2019 1:11:25 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x00bb2de752560c96b876dbb1dea4d38d3cda3e4e,105
0x2e5c56099d850e91b0a341f0665e53b1fa96909346f5182140fec9514d03278e,8656733,1569936136,10/1/2019 1:22:16 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x87cbc3292c37c8b7dcb683a08ef093d66a078a66,254
0x5699cc43572d96ed192c78efd1ae0cab847fa0d1bbbe92eaacf9266961d73d52,8656794,1569936870,10/1/2019 1:34:30 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0x3351a43d66baf9943def51e91f1ace0c3d0c3410,9138
0x6c5436ab47f4bb9adea40951e8a3f1436eca6ae0a459545fac60e9980d4bbad3,8656796,1569936926,10/1/2019 1:35:26 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xfcc222d7adf0ca5efbb590c3414628dfe5d35e7f,271.310206
0x85e4cbd8e98d60e79291f1a08bb22d3e9409c4eb30965efb587ea990dee88960,8656933,1569939142,10/1/2019 2:12:22 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xe189174a91abfcf209e4d01939170e2e6a8d7672,1874
0x7e226288942df6935974b37b5505cad9faddba2261274502daf39a36576be16b,8657119,1569941555,10/1/2019 2:52:35 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xf3638b1764b0285b8e55a076330f52ffe8667acb,601
0x2a3ff3ae416d03c911b60f14d08f7f922b51fa9918c1ce6e0c1733dbf62949fc,8657349,1569944564,10/1/2019 3:42:44 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xf270f571cf7b6662e5aefbf8b71226243ba7f923,760.489222
0x096d42f82c2b59101b48881a30feb3789564416ec9c6149ee542ecea75cfdb47,8657528,1569947012,10/1/2019 4:23:32 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xf5127ed309d12f8c7ee4265abcdbe52f4e47e06d,197
0x62f5e4ddf7b123d1fbb95062e61fa5de230388af2518642dd2e007e0e3904065,8657944,1569952598,10/1/2019 5:56:38 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xb89844e49c3c06288965a001aeaf707d283f1629,1292.27
0xc9bfe9f013e054e74f215b99b62c28732d730176fc90b5fc1ed4187a9ceb4b6d,8657946,1569952667,10/1/2019 5:57:47 PM,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,0xe7524e0761108dbcdee2a399268163de217189e6,4076.484052
0xe1002a2f5753e9f27a7c122716e5cc3bad0c7fecf7cad81371172352637a4201,8657965,1569952978,10/1/2019 6:02:58 PM,0x81876c1f6ae756e035fd5ded9225a07b08d7bd51,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,199
0x34dc80ed252151583cf184974bc38e8ac4d9cd77c7206817dc2236575f929d09,8657968,1569953045,10/1/2019 6:04:05 PM,0xd39e9df9c2157b0e06c83959b5b71e1b4f97b0f8,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,136.469381
0x7077b669434dd012d51f3c9b991371669a79526fa719f391e8bf69fbfbea0a59,8657968,1569953045,10/1/2019 6:04:05 PM,0xd6b10c360bc09a133f6e31ad4349ce6f0db5e411,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,138
0xc7e7d2038534e65ca53b03b4bad0961ebff174656e19cff45a3bfa74f41b7287,8657969,1569953049,10/1/2019 6:04:09 PM,0x4ae9b361710c13f41c681935b3908667d96b761e,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,446.2116
0x8a85962fc43b263e31bff0038e4b57e124770766e33ac24cee14ae113de435d0,8657977,1569953234,10/1/2019 6:07:14 PM,0x895d2c3840268b9f63d90f30b6d1250d49eee77e,0x529dab7bad9ef1000c3c0d708878c83fc870f7ae,190
