"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x19cf5e10d77f53e33602c680965f0492c449b2ebee45317ae627318c9c5f517e","8261814","1564621551","8/1/2019 1:05:51 AM","0xba207683ba7d46056cd75df0525b1fbc7f8f8f62","0xe8bdf6edf278271faa520e4b562e972c89d91c31","9405.027326"
"0x2384d57c4ce13abfd01afffb35883f4036031217ec8e7d35c30f7ecea9719f2b","8261836","1564621869","8/1/2019 1:11:09 AM","0x537fc3400cff6012eb2c2e72a2776be2dbfe8a58","0xe8bdf6edf278271faa520e4b562e972c89d91c31","1883.49292"
"0x61b4f5389b2428e58d6c963051e67891347f9a6f386e77953253742c277a8568","8261871","1564622224","8/1/2019 1:17:04 AM","0xb18dbfa07335fd64b90ead77a589264e5568c5c2","0xe8bdf6edf278271faa520e4b562e972c89d91c31","1444.178036"
"0xef48ffbd9e7e2f996a9645ad25789bfafe84448bfa995a91702968ed1b3f1adf","8261913","1564622818","8/1/2019 1:26:58 AM","0x173e7ff5367942a0e1b2a7de856d574b2bb1259d","0xe8bdf6edf278271faa520e4b562e972c89d91c31","4070.28057"
"0xf94182af483d235ccaf3084395977ec4ae47e13d3ba3e67231cf3e755158612f","8261936","1564623043","8/1/2019 1:30:43 AM","0xdf1685d1ed93fe54bf108733954efb8e0869746f","0xe8bdf6edf278271faa520e4b562e972c89d91c31","1045.42"
"0xf8351a3235b665b854e293571a9b6ff688ac5623b792254473b34a60877eb5f9","8261942","1564623140","8/1/2019 1:32:20 AM","0x62681e36615fca180de34dc4b098c70ba09287bc","0xe8bdf6edf278271faa520e4b562e972c89d91c31","1769"
"0xf9d2bb2fec7be7f80bd567ddb24ef294681a8c70dd245af0959b2ffd9066ea24","8262000","1564623872","8/1/2019 1:44:32 AM","0x62681e36615fca180de34dc4b098c70ba09287bc","0xe8bdf6edf278271faa520e4b562e972c89d91c31","696"
"0x7f27e7f5ac0e1740595cb3430768cc2b96721dd0e43cb9aaca4741b32beb8291","8262095","1564625330","8/1/2019 2:08:50 AM","0x62681e36615fca180de34dc4b098c70ba09287bc","0xe8bdf6edf278271faa520e4b562e972c89d91c31","367.25908"
"0xa0ff083d9337c58f4133a0a47ba69cee80abfd8aa3e5ff3aa7148a25af336374","8262152","1564626274","8/1/2019 2:24:34 AM","0xc777ebed1eaefc9665744d3f7101c27b8d713a92","0xe8bdf6edf278271faa520e4b562e972c89d91c31","732.21"
"0x823f7499e11a4b976fd4f4b248e618363201302c094a47415e743d74b6fc56f9","8262183","1564626625","8/1/2019 2:30:25 AM","0xc777ebed1eaefc9665744d3f7101c27b8d713a92","0xe8bdf6edf278271faa520e4b562e972c89d91c31","332.1308"
"0x21610a794c85bc4eecd940dc508963d600b808a6347fddca290840f17eb6a1da","8262379","1564629012","8/1/2019 3:10:12 AM","0x1e306c4273a9dfd1551956be79fdd9a3dd5e3b48","0xe8bdf6edf278271faa520e4b562e972c89d91c31","190"
"0xa80534e28c03951403188bdec205c25ca47bfe16d209b544a7538e6020557641","8262462","1564629913","8/1/2019 3:25:13 AM","0xfbe9dc9abe1690b4d62aad940603d93d673465b4","0xe8bdf6edf278271faa520e4b562e972c89d91c31","297.99"
"0xd1ab8600047de57bf79fd689d725cdc2e0779ac6f2ed902ef8dc4b6dc40d45db","8262629","1564632354","8/1/2019 4:05:54 AM","0x2a0a8c4d17cd44884dc1dff703908a6164751590","0xe8bdf6edf278271faa520e4b562e972c89d91c31","198"
